lemma,wordforms
nah,"naher,naͤher,nah,Nahen,Nahe,nahen,nahe,neher,naͤhere,Neheren,nahn,nahem,näher,näheren,nähere,näherer,Annahen,näheres,Nähere,naͤherer,nahes,Naͤher,naheter,Näher,nehere,naͤheres,nah',Naͤhere,naͤheꝛer,naͤheren,näherm,näherem,nahere,naͤheꝛes,naͤherem,Näheres,nāh,nā́h,Nah'n,nâh,nehem,nah’,naͤh’re,naͤher’,nah’n,Naa,Näheren,nåher,Nahes,n.a,nuher,Nahn,nah'n,Näh're,naa,nna,Naher,Nahem,Verneher,naͤherm,naeherer,Näherer,Naͤherer,nahher,nahhen,naͤherr,nahen;,nāher,naͤheeren,Nahere,na',Nappen,næhere,næher,naͤheꝛ,neheren,nahẽ,nãher,napp,vernahin"
Hoheit,"Hoheit,hoheit,Hoheiten,hoheiten,Hohheit,Hoͤheit,Hocheit,Hocheiten,Hóheit,Hóheiten,Hohait,H[oheit],Hoheits,HHoheit,Hohheiten,hoͤheit"
Weheklage,"Weheklage,Weheklagen"
Rahel,"Rahel,Rahels,rahel,Rahel's,RAHEL,Rahel’s,RAhel"
weh,"wehe,weh,wehers,weher,weh’,weeh,WAe,wee,Weh,wehes,wehſt,weh',Wehe,hwae,wēh,wê,Wä,wä,wehſten,Weä,waͤ,weppe,waͤh,Wwe,Weher,allerwehsten,wehem,weho,wäh,waͤe,wäee,weheste,Wepperer,allerwehesten"
Zahl,"zahl,Zahl,zall,Tſal,Zahlen,zaal,Zaal,Zall,Zahlen:,zallen,Zalen,Zahl’n,tzahl,Zahel,ZAhl,Czal,Zahlẽ,ZahL,Zohlen,Zahlen;,Zapplen,tzall,Zahlen‘,Zahl;,tzal,Zahl's,Zahln,zahll"
Sohnlein,"Soͤhnlein,Soͤhnleins,Sohnleins,Soͤhnlin,Soͤhnlins,Soͤnlein,ſoͤhnlein,Söhnlein,Söhnleins,ſoͤnlein,ſoͤhnelein,ſoͤhnleins,ſöhnlein"
gehalten,"gehaltene,gehaltener,gehaltenen,gehaltenem,gehalten,Gehaltene,Gehalten,gehaltenes,gehaltnem,gehaltner,gehalttene,gehaltenẽ,gehaltne,gehaltnes,gehaltnen,gehalt’nen,gehalteneꝛ,gehaltensten,gehaltenẽ,gehaltnern,Gehaltnes,gehaltenſten,Gehaltenen,Gehaltenes,gehaltneren,gehaltenerem,gehaltenern"
wohlmeinend,"wolmeinenden,wolmeinendem,wolmeinend,wohlmeinend,wolmeinendes,wohlmeinendes,wohlmeinende,wohlmeynende,wolmeinendt,Wolmeinenden,Wohlmeinend,wolmeinende,wolmeinent,wolmeynend,wolmeynenden,Wolmeynend,wohlmeinenden,Wolmeinende,wohlmeinender,wolmeinender,wol-meinendem,wohlmeynend,wohlmeynenden,Wohlmeinende,wolmeynendes,wohl-meynende,wolmeynende,wolmainend,Wohlmeynender,wohlmeynender,wol-meynende,Wohlmeynende,Wohlmeinendſten,wohlmeynendes,wohlmeinendem,wohl-meynenden,wohl-meynender,wohl-meynend,wohlmeinendsten,wolmeinendin,Wohlmeynenden,wolmeynender,Wolmeinend,Wohlmeynend,Wohlmeynendes,wolmeinendere,Wohlmeinender"
wohltuen,"wolthaten,wolgethan,wolthat,wolthatẽ,wolthuſt,wohlthaten,wohlzuthun,wohlgethan,wolthut,Wohlzuthun,wolzuthun,wolthun,wolthuen,wohlthut,woͤlthaten,wohlthue,wohlthun,wohlthat,wohlthaͤtet,wohltut,wolgetan,wohlthäten,wohlgetan,woltahten,woltuhn,woltat,wohltat,wohltaten,Wohlgethan,wohltun,wollgethan,wohlgethans,wohlthaͤten,wolthatten,wolthatt,woltzuthun,wollthat,wohlzutun,wohlthaͤt,wolthaͤte,woltaht,wohlthaͤte,woltut,woltaten,woltuht,wohlgetahn,wohltaht,wohltahten,wohl-tahten"
Wohlfahrt,"wolfahrt,Wolfarth,Wolfarht,Wolfahrt,Wohlfahrt,wolfarth,Wohlfarth,Wolfahrts,wolfart,wohlfart,wohlfarth,wolfahꝛt,Wollfart,wohlfahrt,wolfarht,Wolfahꝛt,Wohlfart,wolfahrts,Wohlfahrtt,Wohlfahrht,Wollfarth,Wohlfahrts,Wohlfahrth,wohlfahrth,Wohlfarts,wollfahrt,wollfart,Wohlfahrten,Wolfahrth,Wohlfahꝛt,Wohlfaͤhrt,wohl-fahrt"
wehren,"wehret,Wehret,wehren,gewehret,wehrte,wehrten,wehrt,wehre,wereſtu,wehrets,wehr,wehreſt,gewehrt,wehꝛe,wehꝛen,wehrn,Wehrt,gewehꝛet,geweret,Wehren,wehꝛet,wehꝛt,Wehrten,Wehrſt,Wehrte,wehꝛte,wehꝛets,wehꝛete,wehr’,wehr',wehreten,wehrtet,gwehret,wēhren,Wehr’t,gewehr’t,wehr’t,wéhren,wéhre,wéhrend,wehrẽ,zerwehre,Wehrt’,wehrt’,wehrt',gewehꝛt,wehrſt,wehrteſt,Gewehrt,wehr’n,wehrtẽ,wehereſt,wehrigen,wehren‘,wehrē,Wehr’ſt,vergewehret,Gewehret,wehrẽ"
Ruhetag,"Ruhetag,Ruhetage,ruhetag,Ruhetagen,Ruhetages"
Jahrstag,"Jahrstag,Jahrstage,Jahꝛstag,Jahrstages,Jahrstagen"
Lohn,"Lohn,lohn,Lowen,Lohne,Lohns,Lohnes,lohnes,lohneſ,lon,loon,loͤnnen,lohns,lôn,Lowene,Löhne,Löhnen,Löhns,lönnen,Loͤhne,lones,Lohn’s,Lohn’,Luhn,Lo͝hn,Loͤhna,Lohna,Loon,Lohn',lohn’s,Loͤhnen,loͤñen,loenen,Lõwẽ,lohn's,verlohns"
Wohlgefallen,"Wolgefallen,Wohlgefallen,Wohlgefalln,Wolgefallens,wolgefallens,Wohlgefallens,Wolgefallẽ,Wolgefalln,Wohlgefalllen,Wolgeſallen,Wohlgefallen;,Wohlgeſallen,wohlgefallens"
Johannis,"Johannis,JOHANNIS,Johanniß,IOHANNIS,Johañis,Iohannis,Johanis,johannis,Johannnis,Johãnis,JOhannis,iohannis,Jahannis"
Lehrpunkt,"Lehrpunct,lehrpuncten,Lehrpuncte,Lehrpuncten,lehrpuncte,Lehrpunckten,Lehrpunckt,Lehrpunkt,Lehrpuncta,Lehrpunkte,Lehrpunkten"
behend,"behend,behende,behendeſte,behendt,behent,behenden,behender,behendem,behendern,behendere,behendeſten,behendes,Behendes,BEhendt,behendeste,bhende,Behende,Behend,behendeſt,behend',behends,allzu-behende,allerbehendeſte,allerbehendeſten,Behendest,behẽd,Behender,behend’,behendesten,Behend’,behendſten"
Bahn,"bahn,Bahn,ban,Baan,Bahnen,baṅ,Bāhn,banen,baan,Bahnh,Baͤhnen,BAhnen,Bahnen(,BAhn"
nahen,"naht,nahend,nahet,genahet,nahete,Nath,nahent,Genath,nahendt,Nahet,nahte,naheten,Nahte,genaht,Nahe,Nahent,nahten,Natth,Nathgen,Nathe,Nahend,nahſt,nåheſte,Nahten,nahst,nah'nd,nah’t,Natten,Nahete,Naat,Nahden,Nathen,Nad,nath,genawet,genadt,nahest,naheſt,nah'ſt,Natt,naht’,genãdt,natt,nah't,nah’st,nahteſt,nahtet,nahtſt,nahet’,nahert,naten,naht's,Natte,Natht,nahtest,nad,nah’ſt,naheste,NAhend,Nahſtu,Naheſt,naat"
gehört,"gehoͤrten,gehoͤrter,obgehoͤrter,obgehoͤꝛter,gehoͤrt,gehoͤreten,Gehörtes,gehörten,gehört,Gehörten,gehörteſt,gehoͤrteſt,gehörter,gehoͤrtes,Gehoͤrt,Gehoͤrtes,Gehört,gehoͤrtem,obengehoͤrten,gehörtest"
beherzt,"behertzte,behertzten,behertzter,behertzt,beherzt,beherztes,beherzter,beherzte,beherztern,behertztes,beherzten,behertztem,Behertzten,beherzteſten,beherzteſte,Beherzteren,Beherzt,beherztſte,beherzete,beherztem,beherz-tem,beherzteste,behertzetes,behertztere,beherztesten,behertzteſte,behertz’t,Behertzt,Beherzter,Behertzter,behertzts,behertzteꝛ,Behertzte,beherztere,behertzeten,beherzteren,beheꝛtzt,beherzterer,behaͤrzt,behaͤrzters"
Beharrung,"beharrung,Beharrung,Beharꝛung,Beharung,Berharrung,behaꝛrung"
beharren,"beharret,Beharret,beharꝛet,beharren,beharre,beharrete,beharretet,beharꝛen,beharꝛe,beharrt,beharꝛt,beharrte,beharꝛret,behaꝛrete,beharreten,beharrend,beharꝛete,beharreſt,beharrten,behar’ten,beharrſt,beharrst,Beharrst,beharten,beharden,Beharrt,beharrteſt,beharrtet,behar,behart,beharte,beharꝛẽ,beharꝛ,beherren,beharꝛeten,beharꝛeſt,beharrs"
Iohannes,"Iohannes,Ioannes,IOHANNES"
Zahn,"Zeene,Zaͤhne,Zahn,zeenen,Zaͤhnen,zen,Zaͤne,Zeenen,zaͤne,Zaͤhn,zenen,Zähne,Zähnen,Zahne,Zan,Zahnes,Zen,zaͤhne,zan,zene,Zänen,Zäne,Zähn,tšaṅ,tsan,Zahns,Zähngen,zähne,zänen,Zaͤnen,Zaͤhngen,Zaͤhnẽ,zaͤnen,ZAehne,Zaan,Zaͤhne;,Zann,zennen,Zahn’s,Tſan,zaan,Zahn's,ženě,tzeen,zeene,zeenẽ,Zaͤenen,tzan,Zaehnen,Zene,Zah#,Zæhnen,tšene"
Gehirn,"Gehirn,Gehirne,Gehirns,gehirnes,gehirns,gehirn,gehirne,Gehirnes,Gehirnen,Gehuͤrne,Gehirn’s,Gehiꝛne,Gehürn,Gehirn;,Gehirne;,Gehirrn,Gehirngen"
Wahrheit,"Warheit,warheit,Wahrheit,Wahrheiten,wahrheit,waꝛheit,wahrheiten,warheiten,wahꝛheiten,wahꝛheit,Warheiten,Wohrheit,wahrheits,WArheit,wârheit,Wahrhait,warheyt,Waꝛheit,Wahrheits,Wahꝛheit,Warheitẽ,Wahrheit;,Waͤhrheit,WAHRHEITEN,verwahrheiten"
Wohnung,"wohnung,Wohnungen,Wohnung,Wohnungẽ,Wohnunge,Verwahnung,wonungen,wohnungen,Wonung,wonung,Wonungen,wohnungẽ,wohnunge,Wonunge,Wohnungs,wonungẽ,wohnungs,Wohnungē"
wohlgeraten,"wolgerathener,wolgerathene,wohlgerathenn,wolgerathenen,wohlgerathene,wolgerathen,wolgeratene,wohlgerathenen,Wolgerathenen,wolgerahtene,wohlgerahten,wolgerahtenen,wolgerahten,wolgerathenes,wolgeratenem,Wolgerathene,Wolgerahtenen,wolgeratener,wohlgerathen,wohlgerathenes,wohlgerathne,wohlgerathnes,wolgerathnen,wohlgerathnen,wohlgerathner,wohlgeraten,wohlgerathener,Wohlgerathner,wohlgeratenen,wohlgerahtene,wohlgerahtenen,Wohlgerathenen,wolgerahthene,wolgerathner,wohlgerathenis,wohlgerathenſten"
Ruhm,"ruhm,Ruhm,Ruhmb,rhum,Ruhms,Ruhmes,Ruhme,ruhms,Rhums,ruhmes,ruhmer,ruhmb,Rhum,Ruhmbs,ruhm’,rhums,Ruhm’,Ruͤhms,ruhme,Rūhm,ruhem,Ruh-me,ruhmbs,Ruhmer,Růhme,Ruhm’s,ꝛuhm,Rnhm,růhme"
Hoheburg,Hoheburg
Wohltätigkeit,"wolthetigkeit,Wolthaͤtigkeit,Wohlthaͤtigkeit,wolthaͤtigkeiten,wohlthaͤtigkeit,wolthaͤtigkeit,Wolthaͤttigkeit,Wohltätigkeit,Wohlthätigkeit,wohltaͤhtigkeit,Wolthaͤtigkeiten,Wohlthätigkeiten,Wolthätigkeit,Wohltaͤtigkeit"
Lehmlein,"Lemlein,Lemleins,Lemleyn"
Wohltat,"Wolthaten,Wolthat,Wolthatẽ,WoLthaten,Woltaht,Wohlthat,Wohlthaten,Wollthaten,Wohltaten,Wohltat,Wollthat,Woltahten,Wohltahten,Wohltaht,Woltaten,Wohlethaten,Wohlth[aten,Woltat"
sehnlich,"ſehnlich,ſehnliches,ſehnliche,ſehnlichen,ſehnlichem,ſehnlicher,Saͤhnliche,ſehnlichers,ſehnlichs,sehnlich,Sehnlich,sehnlichen,sehnlicher,sehnliches,ſehnlicheres,ſehnlicheren,ſéhnlich,sehnliche,ſeehnlichen,ſaͤhnlich,ſehnlichẽ,sehnlicheren,ſehnlichern,Sehnliche,Sehnlicher,ſehnliglich,senlich,sehnlichem,ſehnlihem"
zehn,"zehen,Zehen,zehn,tzen,Zehn,TZEN,zeen,Zeen,zehnen,tzẽ,Zehnen,Zehne,Zän,zehne,Zihn,Džeṅ,zän,Zén,Zaͤn,Zehn¬,Tſëhn,Zeh’n,Zeen;,ZEN,tſen,ZEhn,Zen**,zaͤn,Zaͤen,verzehn,tzehn,ZEHN,dzaͤn,Zaͤnn"
Weh,"Weh,Wee,Weh’,Weh',Wehes,WEh,Wē,Wēh,wê,waͤhs,Wehs,We’,wehs"
wohledel,"WolEdlen,WolEdle,WohlEdel,Woledlen,WohlEdlen,WohlEdle,wolEdle,WolEdel,wolEdlen,woledle,Woledle,Wohledel,WohlEdele,WOlEdle,Wohledlen,wohledle,Woledler,wohledlen,Wohledler,Wohledle,wohledler"
wohlverdient,"Wolverdienten,wolverdienter,wolverdienten,wolverdientens,wolverdiente,Wohlverdiente,wohlverdienter,wohlverdienten,Wohlverdienete,wohlverdientem,Wohlverdinten,Wohlverdienter,wolverdienete,wolverdientem,wolverdientes,WOlverdiente,Wolverdienter,Wohlverdienten,wolverdienet,Wolverdiente,wohlverdienden,wohlverdiente,woluerdienter,woluerdienten,Wolverdieneten,Wolverdieneter,wolverdinter,wolverdieneten,wolverdienteſten,wolverdieneter,Wolverdienetem,wolverdinten,Wolverdienete,wolverdienetem,Wolverdientes,wolverdientẽ,wohlverdienteſten,wohlveꝛdienten,wolverdient,wohlverdientes,wohlverdient,wohlverdienet,wohlverdinte,wohlverdinten,wohlverdientſten,wolverdintes,wolverdinte,Wolverdientem,wohlverdienetem,wohlverdihnten"
Wohledle,"WolEdler,WolEdle,WolEdlen,WohlEdle,WohlEdlen,WOlEdle,Woledle,Woledlen,WOhledler,Wohledle,Wohledlen,Woledler,Wohledler"
Oehm,"Oehm,OEHM"
Wohlgebärene,"Wolgeborne,Wohlgebohrne,Wohlgeborne,Wohlgebornen,Wolgebohrne,WOhlgebohrner,Wohlgebohrnen,Wohlgebohrner,Wohlgeborner"
nihil,"nihil,Nihil,nìhil,nihilꝗ́,nihilꝙ́,NIHIL,nihıl"
Wehklagen,"Wehklagen,Wehklagens,Wehklagẽ,Weeklagen,wehklag,wehklagens,Weheklag,weheklag,Weh-Klag,weheklagens,Wehklag,Wehcklagen"
Wehe,"Wehn,Wehe,Wehen,Wihe,Wēhĕ,Wēhe,Weppen,waͤhen,Wehi,Weppes,Wihen,Wehne,Wehẽ,wähen,WEhe,Werhe,Weehen"
Gehe,"Gehe,Geh,Geh’,Geh',Jeh,Gee,Gieh,Geih,Gieh’,Gih"
wehen,"wehn,wehen,wehet,weheten,gewehet,weď,weheſt,Weht,wehte,wehets,wehten,weht,zerweht,weh’n,geweht,wiht,Wehet,wehete,waͤhet,werhen,Weheten,Wehten,Wehts,weh'n,wehend,Wäd,wäd,Weth,geweh’t,Wet,wed,waͤhte,weht’,gewaͤhet,Geweht,Wedd,Weed,waͤheten,waͤht,Wettte,weh’t,wehſt,wehst,We̅ht,wehet',wehteſt,wehtet,Wehete,Weh't,Wehte,wete,Weheſt,Weht’,wehts,wehet’,w̱eht,w̱eht̰,weht',Weete,wät,weed,gewäht,gewöht,wöhen,wehest,wähet,wähete,Wähet,zerwehet,zerwehen,zerwehte,waͤhete,wet,wehin,wetde,waͤtte"
Rehe,"Rehe,rehe,Rehes,Reeh,reher,raͤhe,Raͤhe"
zuhauen,"zuhauen,zuhieb,zuhawen,zugehawen,zugehauen,zuzuhauen,zuhauete,zugehaun,zuhauend,zuhieben"
Gehorsame,"Gehorſamer,Gehorſamen,Gehorſame,Gehorsame,Gehorſamme,Gehorsamen,Gehorsamer"
Wohlverdiente,"Wolverdienter,Wolverdienten,Wohlverdiente,Wohlverdienten,Wolverdiente"
Wohlmeinende,"Wolmeinender,Wohlmeinendes,Wohlmeinenden,Wohlmeinender"
mehren,"mehrt,mehret,mehren,mehrte,gemehrt,Mehret,gemehret,mehꝛe,mehrete,mehreten,gemehꝛet,mehꝛen,mehert,Gemehret,Mehrt,Gemehrt,mehrn,mehrten,Mehrtens,meren,Meerte,mert,mehrert,Merthen,Merthe,merte,Mehrten,mehrſtu,mehrteſt,mehrtet,Merett,mehree,mehrene,mehꝛet,mehꝛis,mehrẽ,mēhren,mehreen,mehere,meheren,mehretẽ,mehrẽ,mehrin,mehrigen,merthe"
behüten,"behuͤttet,behuͤte,behuͤtet,behuͤtten,behuͤtte,behuͤten,Behuͤttet,behüten,behůtten,behuͤt,Behuͤt,behuͤtt,Behuͤtt,Behuͤte,Behuͤtet,Behuͤtte,behuten,berhuete,behütte,behütet,behüte,Behütet,behüt,behuͤde,b'huͤten,behute,behuͤtete,behüte###,behütete,behüeten,behütend,Behüte,behut,behuͤt’,Behuͤt’,Behuͤt',behuͤteteſt,behuͤettẽt,behuͤet,behuet,behuͤtẽ,behůten,Behüt,behüttet,behuͤt',Behüt',behüt',behüt’,Behüt’,behüteten,behuͤteten,Behut,Behuet,b’huͤte,behite,Behuͤete,behůte,Behüet,Behuͤtten,behuͤtest,behuͤthen,behutet,Behüten,behuͤeten,behuͤete,behuͤetet,behuͤhte,behůtet"
gehorchen,"gehorchen,gehorchet,gehorche,Gehorchet,gehorchten,gehorchte,gehoꝛchen,gehorcheten,gehoꝛchet,Gehorcht,gehorcht,gehorchtet,gehorcht',gehorchend,gehorige,gehorcheſtu,gehorchete,gehorchẽ,gehorchſt,gehorch',gĕhōrcht,gehorcht’,Gehorchten,Gehorche,gehorget,gehorch’,gehorch,gehorchest,gehorcheſt,gehorchst,gehorigen,Gehorch,gehoꝛchẽ,gehoꝛcht,Gehoꝛcht,Gehorchſt,gehorchteſt,ge-horchen,gehorchtest,gehorchft"
daher,"daher,dahero,Daher,Dahero,doher,daheꝛo,Doher,dahere,dahaͤr,daheꝛ,Daheꝛo,Daherr,daͤher,dahera,dahär,dáher,Dahéro,dahéro,darher,dahers,Dahers,DAPPER,Daheꝛ,DAher,Dehero,Dàhero,Da’her,darhero,dahaͤhr,Dahaͤhr"
Nihm,"nihm,Nihm"
zuholen,"zuholen,zuhohlen,zuhollen,zuholer"
Buhle,"Buhlen,Buhle,Buhler,Buhla,Buler,Bulgen,buhler,Búhlen,buler,Bohlem,Buhlẽ,Buhlere,bullen"
woher,"woher,Woher,Woheꝛ,wohr,WOher,Wohr,woheꝛ,Wöher,wohers"
sehend,"ſehenden,ſehende,ſehender,ſehendes,ſehent,Sehenden,ſehend,Sehende,sehend,sehenden,sehende,sehendes,Sehender,ſeh’nde,ſehnde,ſehendt,ſehends,ſehendem,sehent,ſehendſte,ſehendern,Sehend,sehender,tzehend,ſehendẽ"
Mahnende,Mahnenden
Lehrer,"Lehrer,Lehrers,Lehrern,lehrer,Lehꝛer,Lehꝛern,Lehreren,Lehrere,lehꝛer,lehrern,lehrers,Lehreꝛn,lerern,laͤrer,lehreꝛ,lehrerſ,Lehreꝛ,Lehꝛeꝛ,laͤerer,lerer,Laͤhrer,LEHRER,laͤhrer,leerers,lehꝛeꝛn,lehreꝛs,Lehreꝛs"
wohlerbaut,"Wolerbaute,wolerbautes,wolerbawten,wolerbaute,wolerbauete,wohlerbauten,wolerbawtes,wolerbaut,wolerbauet,wohlerbauete,wohlerbaute,wolerbauten,wohlerbaut"
wohladelig,"WolAdelichen,WohlAdelichen,WolAdeliche,WolAdelicher,Woladelichen"
Mohr,"Moren,Mohren,Mohr,Mohꝛen,Moohren,mohr,Mahr,mohre,mahren,Mohre,Morren,mpor,Mohr’n,Mohrens,mohren,moren,Mohrẽ,Morr,Moꝛen,Mohrn"
Gehorsam,"Gehorſamb,Gehorſam,gehorſam,gehorſamb,gehorſams,Gehorſams,Cehorſam,gehoꝛſams,Gehoꝛſam,Gehoꝛſambs,gehorſambs,gehorſam̃,Gehoꝛſamb,gehoꝛſamb,gehorsam,gehorſahm,Gehorsam,gehoꝛſam̃,gehoꝛſambs,Gehorsamb,Gehorsambs,gehorsamb,Gehorsams,Gehorſahm,Gehorſambs,gehorſamm,Gĕhōrsam,Gehorſahms,Gehorſaͤm,Gehorfam,Gehorſam̃,GEhorſam,Gehorfams,Gehorsum,GEHORSAM,Geharſam,Ghorſamb,Gehorſan,gehorsams,gehohrſam,Gehohrſam,gehohrſams"
wohltätig,"Wolthaͤtig,wolthaͤtiger,Wolthaͤtigſt,wohlthaͤtige,wolthetige,wohlthaͤtigen,Wolthaͤtige,wolthaͤtigem,wolthaͤtig,wohlthaͤtiger,Wohlthaͤtigen,wohlthaͤtig,Wolthaͤttig,Wolthaͤtiger,Wolthaͤtigen,wolthaͤtigen,wolthaͤtige,wolthetig,wolthaͤtigk,wohlthätigen,wohltätigen,wohltätige,wohlthätige,Wohlthätiges,wolthetigen,wohlthätig,wohlthätiger,Wohlthätige,wohlthaͤtiges,Wohlthätigen,wohlthätigſten,wohlthätiges,Wohlthätig,wohlthätigſte,wohlthätigsten,wohlthätigster,wohltätiger,wohltätigem,Wohltätige,wohltätig,allerwoltaͤhtigſte,Woltaͤhtig,Wolthaͤtigſte,wolthätige,wohltaͤhtigen,wohlthaͤtigſten,wohlthaͤtigern,wohlthaͤtigſte,Wohlthätigsten,Wohlthaͤtige,wohltaͤtiges,wohlthätigste,woltaͤtige,wohlthaͤtigem,Wohlthaͤtig,wohlthaͤtigere,wohlthätigeres,wolthaͤtiges,wolthätigen,wolthätiger,wolthätig,wohlthätigem,woltaͤtigen,wohlthaͤtigſtes,wohlthätigeren,wohlthaͤtigsten,wohltaͤthigen,wohltaͤthige,wohlthaͤtgen,wohltaͤtige,wohltätigsten,wohlthätigere,Wohlthät'ge,wohlthætige,wohlthætigſten,wohlthætigen,Wolthätig,wohlthätgen,Wohlthaͤtigſte,wolthaͤtigſten,wohlthaͤtger,Wohlthaͤtiger,wolthaͤtigſte,wohlthaͤt'ge,woltätigen,wohlthätigstem"
Nuhat,Nuhat
geheim,"geheim,geheimeſten,geheimen,geheime,geheimer,geheimben,Geheimen,geheimter,geheimbter,geheimber,Geheimden,geheimten,Geheime,geheimb,geheimte,Geheymen,geheimder,geheimes,geheimſten,geheimsten,geheimſte,Geheimer,allergeheimſten,geheimem,geheimden,geheimde,geheimſter,geheimeꝛ,geheimbſten,geheimeſte,Geheimten,geheym,geheimere,geheymen,geheimbe,gheyme,geheymer,GEHEIMEN,Geheimde,geheimste,geheimster,geheimeres,geheimerer,geheimſtes,allergeheimeſten,geheimeren,geheimtes,geheimbſte,geheim;,geheimẽ,allergeheimſte,Geheimes,Geheimter,geheimbs,Geheimder,geheimst,Gehaimen,geheimern,Geheimẽ,Geheimb,geheyme,Geheimstes,geheimtem,geheem,gehaimbſte,geheymeſten,Geheimte,geheimmen,Geheimſte,Geheim[en],Geheimſtes,Geheimere,geheimerem,geheimdere,geheimſtem,geheimſte|,Geheimbter,geheimers,allergeheimstes,allergeheimesten,Geheyme,gehaime,gehaimen,gehaim,geheimesten,Gehaime,gehaimbe,gehaimer,Gehaimb,gehaimb,gehaimeſte,gheimb,gehäime,geheims,geheimstes,allergeheimeſte,geheimeſtes,gehaimber,Geheimeren,Geheimem,Gehaim,geheymſten,geheymeſte,geheymbſte,Geheymer,geheymſte,Geheimſten,geheimbſtem"
wohlgefallen,"wolgefallen,wohlgefallen,wohlgefalle,wolgefaͤllt,Wohlgefallen,wolgefiel,woͤlgefallen,wolgefalle,wolgefalligen,wolgefielen,wolgefallẽ,wolgefellet,wolgefiele,Wolgefallen,wolgefiehl,wolgefallt,wolgefellt,wollgefalle,wohlgefiele,wolgefallet,wolgefallē,wohlgefällt,wohlgefiel,wolgefullen,wohlgefielen,wohlgefalleſt,wohlgefällſt,wolgefall’n,wohlgefaͤllt,wohlgefallet,wohlgefaͤllet,wolgefaͤllet,wohlgefallt,wohlgefaͤllſt,wolgesallen,wohlgefieleſt,wohlgefaͤllen,wohl-gefihl"
ruhestät,"Ruhſtaͤt,ruhſtaͤt,Ruheſtaͤt,ruheſtaͤte"
Ruhestatt,"Ruhſtaͤtt,Ruheſtat,Ruheſtaͤtt,Ruhſtat,Ruheſtatt,ruhſtatt,ruheſtaͤdten,Ruhestätten,Ruheſtätten,Ruhestatt,Ruheſtaͤtten,ruheſtatt,RVhestatt,Ruhe-Staͤttgen,ruheſtaͤtt,ruhſtaͤtt"
gehofft,"gehoffte,gehofften,Gehofften,gehofte,gehoften,Gehoffter,gehoff-ten,gehofeten,gehoͤffter,gehofter,gehoffter,gehoffete,gehoffeten,gehofftem,gehofftes,gehoftes"
wohlempfinden,wolempfundene
wohlgelahrt,"Wolgelahrten,Wohlgelahrten,WohlGelahrte,Wohlgelahrte,Wolgelarte,wolgelarten,Wolgelarten,Wolgelahrte,wolgelahrten,Wolgelahꝛten,Wolgelahrter,wolgelahrte,Wohlgelarten,wolgelarte,Wohlgelartten,Wohlgelarter,wolgelahrt,wolgelahrter,wohlgelahrten,wohlgelahrtes,Wohlgelahrtes,wohlgelahrte,Wohlgelahrter,wohlgelahrter,Wohlgelarte,wolgelârt"
Wohlgelahrte,"Wolgelahrten,Wolgelahrte,Wohlgelahrte,Wohlgelahrten,Wolgelarten,Wolgelahꝛter,Wolgelarte,Wolgelahrter,Wohlgelarte,Wohlgelahrter,Wolgelarter"
Wohlweise,"Wolweiſen,Wohlweyſen,Wolweyſen,Wolweiſe,Wolweiſer,Wohlweiſen"
Wohlehre,"WolEhren,WohlEhren"
Wohlverordnete,"Wolverordneten,Wohlverordneten,Wolverordnete,Wolveroꝛdneter,Wolveroꝛdneten,Wolverordneter"
Ruhebettlein,"Ruhebettlein,Ruͤhebettlein,Ruhebetthlein"
kehren,"kehret,kehren,kehrte,kehre,kehrete,gekehret,kehrt,gekeret,kehꝛen,kehꝛet,kehr,keret,Kehret,gekehꝛet,keren,kere,kerret,kehꝛe,kaͤren,kert,gekehrt,Kehrſtu,kehrſt,Kehrt,kehrten,kehꝛte,Kehrte,kehꝛten,kehrend,Kaͤrren,kehr’,kehrtet,Kere,Kehreſtu,kehrt',Kehr,kehr',kehrē,kehrets,kehreten,kèhr,kehrteſt,kehreſt,kehrts,kêre,Caere,Cäre,Kairen,Cère,kehrst,kḗhrt,kēhrt,ker,Kēhrt,Chert,kerten,keert,kéhren,kehrt’,Kehren,Kehr’t,Gekehrt,Kehrete,kehꝛete,kehretẽ,Kehrſt,cheren,Cere,kerete,kehrn,cere,kaire,zerkehre,Kehre,certae,Kehreten,gekehr’t,kehr’t,chert,kaͤhrt,gekert,Cert,kehrẽ,Chaͤreen,Kehrten,kêren,gekerrt,Kehrt',Kehrest,kehrest,kaͤrꝛen,Kaͤrꝛen,kehri,Kehrt’,Kerth,kehr’n,kehrẽ,Kehrts,Kehreſt,Kehrend,kehꝛẽ,kêr,kehrē,Caͤre,kehrtest,Céré,Cereen,kerte,Kärren,kehrtens,Caire,keheret,Kehrst,kerꝛt,gekeeret,kerta,Caird,certæ,kehret’,Cære,kehreteſt,Cêré,Kehr',kehreter,keere,kereſt,kaͤrꝛe,kêrt,kaͤhren,kaͤhrte,gekaͤhret,kaͤhrete,kaͤhrt’,zerkerht"
